288	127925,21	55	55	55	T	2,81	NA	81,09	2,70	5,51	0,00
289	128244,23	55	55	55	T	2,81	NA	81,04	2,70	5,52	0,00
290	128563,24	55	55	55	T	2,82	NA	81,08	2,69	5,51	0,00
291	128882,27	55	55	55	T	2,84	NA	81,09	2,68	5,51	0,00
292	129201,28	55	55	55	T	2,84	NA	81,09	2,68	5,51	0,00
293	129520,30	55	55	55	T	2,85	NA	81,09	2,68	5,52	0,00
294	129839,31	55	55	55	T	2,86	NA	81,10	2,66	5,52	0,00
295	130158,33	55	55	55	T	2,86	NA	81,09	2,66	5,52	0,00
296	130477,34	55	55	55	T	2,87	NA	81,10	2,65	5,52	0,00
297	130796,36	55	55	55	T	2,87	NA	81,08	2,65	5,53	0,00
298	131115,38	55	55	55	T	2,87	NA	81,09	2,65	5,52	0,00
299	131437,69	55	55	55	T	2,89	NA	81,09	2,64	5,52	0,00
300	131756,72	55	55	55	T	2,89	NA	81,09	2,64	5,52	0,00
301	132075,73	55	55	55	T	2,91	NA	81,10	2,63	5,54	0,00
302	132394,77	55	55	55	T	2,91	NA	81,10	2,63	5,54	0,00
303	132713,78	55	55	55	T	2,91	NA	81,10	2,63	5,54	0,00
304	133032,81	55	55	55	T	2,92	NA	81,07	2,62	5,54	0,00
305	133351,83	55	55	55	T	2,92	NA	81,10	2,61	5,54	0,00
306	133670,86	55	55	55	T	2,94	NA	81,09	2,60	5,54	0,00
307	133989,88	55	55	55	T	2,95	NA	81,10	2,59	5,54	0,00
308	134308,91	55	55	55	T	2,95	NA	81,11	2,59	5,54	0,00
309	134627,92	55	55	55	T	2,96	NA	81,11	2,59	5,55	0,00
310	134946,95	55	55	55	T	2,97	NA	81,09	2,58	5,55	0,00
311	135265,97	55	55	55	T	2,97	NA	81,10	2,58	5,55	0,00
312	135585,00	55	55	55	T	2,97	NA	81,05	2,58	5,55	0,00
313	135904,03	55	55	55	T	2,98	NA	81,09	2,57	5,55	0,00
314	136223,05	55	55	55	T	2,99	NA	81,07	2,57	5,55	0,00
315	136542,08	55	55	55	T	3,00	NA	81,11	2,55	5,55	0,00
316	136861,09	55	55	55	T	3,00	NA	81,08	2,55	5,55	0,00
317	137180,13	55	55	55	T	3,02	NA	81,09	2,54	5,56	0,00
318	137499,14	55	55	55	T	3,01	NA	81,12	2,54	5,55	0,00
319	137818,17	55	55	55	T	3,03	NA	81,09	2,53	5,56	0,00
320	138137,19	55	55	55	T	3,03	NA	81,09	2,53	5,56	0,00
321	138456,22	55	55	55	T	3,05	NA	81,09	2,52	5,56	0,00
322	138775,23	55	55	55	T	3,05	NA	81,10	2,52	5,56	0,00
323	139094,27	55	55	55	T	3,06	NA	81,10	2,50	5,56	0,00
324	139413,28	55	55	55	T	3,06	NA	81,09	2,50	5,56	0,00
325	139732,31	55	55	55	T	3,06	NA	81,12	2,50	5,56	0,00
326	140051,34	55	55	55	T	3,08	NA	81,10	2,49	5,57	0,00
327	140370,36	55	55	55	T	3,08	NA	81,08	2,49	5,57	0,00
328	140689,39	55	55	55	T	3,10	NA	81,10	2,48	5,57	0,00
329	141008,41	55	55	55	T	3,10	NA	81,09	2,48	5,57	0,00
330	141327,44	55	55	55	T	3,09	NA	81,10	2,48	5,57	0,00
331	141646,45	55	55	55	T	3,11	NA	81,08	2,47	5,57	0,00
332	141965,48	55	55	55	T	3,11	NA	81,11	2,47	5,57	0,00
